transcript_id,company_ticker,filing_date,n_pairs,mean_evasion_score,mean_non_responsiveness,mean_vagueness,mean_deflection,mean_hedging,pct_high_evasion
000072695820000120,CASY,2020-09-14,23,22.82608695652174,1.565217391304348,2.739130434782609,1.2173913043478262,2.130434782608696,0.0
000072695820000135,CASY,2020-12-10,4,81.25,5.0,4.75,5.0,2.25,100.0
000076374418000237,LCII,2018-11-02,24,32.03125,1.9166666666666667,3.0416666666666665,1.6666666666666667,2.5,0.0
000076374419000011,LCII,2019-02-08,14,27.232142857142858,1.7857142857142858,2.9285714285714284,1.4285714285714286,2.2142857142857144,0.0
000076374419000036,LCII,2019-05-08,19,28.94736842105263,1.8421052631578947,2.9473684210526314,1.736842105263158,2.1052631578947367,5.263157894736842
000076374419000077,LCII,2019-08-07,9,25.0,1.6666666666666667,2.888888888888889,1.4444444444444444,2.0,0.0
000076374419000111,LCII,2019-11-06,12,20.833333333333332,1.5,2.6666666666666665,1.3333333333333333,1.8333333333333333,0.0
000076374419000127,LCII,2019-11-25,19,28.61842105263158,1.8421052631578947,3.0,1.6842105263157894,2.0526315789473686,0.0
000076883515000005,BIG,2015-03-10,23,20.92391304347826,1.434782608695652,2.5652173913043477,1.4782608695652173,1.8695652173913044,4.3478260869565215
000076883515000028,BIG,2015-06-02,14,29.464285714285715,1.7857142857142858,3.0,1.7142857142857142,2.2142857142857144,0.0
000076883515000056,BIG,2015-09-01,13,21.634615384615383,1.4615384615384615,2.6923076923076925,1.5384615384615385,1.7692307692307692,0.0
000076883515000068,BIG,2015-12-08,25,24.75,1.6,2.56,1.52,2.28,0.0
000076883516000078,BIG,2016-03-07,19,22.69736842105263,1.5263157894736843,2.4210526315789473,1.368421052631579,2.3157894736842106,0.0
000076883516000144,BIG,2016-08-30,17,26.102941176470587,1.6470588235294117,2.7058823529411766,1.8235294117647058,2.0,0.0
000076883516000159,BIG,2016-12-06,20,29.375,1.8,2.9,1.75,2.25,5.0
000076883517000005,BIG,2017-03-06,23,29.347826086956523,1.8695652173913044,2.9565217391304346,1.608695652173913,2.260869565217391,4.3478260869565215
000076883517000081,BIG,2017-08-29,17,34.19117647058823,2.0588235294117645,3.176470588235294,1.8823529411764706,2.3529411764705883,11.76470588235294
000076883517000099,BIG,2017-12-05,20,33.4375,2.0,3.1,2.05,2.2,15.0
000076883518000008,BIG,2018-03-12,15,34.583333333333336,2.1333333333333333,3.066666666666667,2.0,2.3333333333333335,0.0
000076883518000090,BIG,2018-09-05,13,23.557692307692307,1.6153846153846154,2.6923076923076925,1.4615384615384615,2.0,0.0
000076883518000104,BIG,2018-12-12,18,41.666666666666664,2.3333333333333335,3.5555555555555554,1.7777777777777777,3.0,22.22222222222222
000076883519000036,BIG,2019-06-03,19,38.48684210526316,2.4210526315789473,3.1578947368421053,2.1578947368421053,2.4210526315789473,10.526315789473683
000076883519000069,BIG,2019-09-04,16,31.640625,2.0625,3.0625,1.6875,2.25,0.0
000080770718000007,VOXX,2018-01-12,10,27.5,1.6,3.2,1.5,2.1,0.0
000080770718000036,VOXX,2018-05-17,13,31.73076923076923,2.0,3.230769230769231,1.7692307692307692,2.076923076923077,7.6923076923076925
000080770718000045,VOXX,2018-07-13,16,30.078125,1.8125,2.875,1.5625,2.5625,6.25
000080770718000054,VOXX,2018-10-16,4,45.3125,2.75,3.75,2.25,2.5,25.0
000080770719000004,VOXX,2019-01-15,9,31.944444444444443,2.111111111111111,3.2222222222222223,1.6666666666666667,2.111111111111111,11.11111111111111
000088356920000056,FOSL,2020-11-12,3,18.75,1.3333333333333333,2.3333333333333335,1.0,2.3333333333333335,0.0
000089222219000091,BREW,2019-09-10,15,35.416666666666664,1.7333333333333334,3.1333333333333333,1.8666666666666667,2.933333333333333,0.0
000095017022012711,VOXX,2022-07-15,5,23.75,1.6,2.6,1.4,2.2,0.0
000095017022019596,VOXX,2022-10-17,8,35.15625,2.375,3.125,2.0,2.125,12.5
000095017023023203,VOXX,2023-05-19,7,37.5,2.2857142857142856,3.2857142857142856,2.142857142857143,2.2857142857142856,14.285714285714285
000095017023032943,VOXX,2023-07-14,4,35.9375,2.25,3.5,1.75,2.25,0.0
000095017023053265,VOXX,2023-10-13,4,29.6875,1.75,3.0,1.5,2.5,0.0
000101884018000040,ANF,2018-08-31,9,36.111111111111114,2.111111111111111,3.0,2.2222222222222223,2.4444444444444446,11.11111111111111
000101884018000054,ANF,2018-11-30,8,35.15625,2.25,3.125,1.75,2.5,0.0
000101884019000013,ANF,2019-03-07,11,38.06818181818182,2.272727272727273,3.3636363636363638,1.8181818181818181,2.6363636363636362,0.0
000102891815000002,PPBI,2015-01-23,3,25.0,1.3333333333333333,3.0,1.3333333333333333,2.3333333333333335,0.0
000102891815000016,PPBI,2015-04-24,7,23.214285714285715,1.5714285714285714,2.7142857142857144,1.1428571428571428,2.2857142857142856,0.0
000102891815000075,PPBI,2015-10-26,8,23.4375,1.625,2.875,1.375,1.875,0.0
000102891816000118,PPBI,2016-01-22,6,30.208333333333332,2.0,3.0,1.6666666666666667,2.1666666666666665,0.0
000102891816000174,PPBI,2016-04-22,5,37.5,2.2,3.2,1.6,3.0,0.0
000102891816000210,PPBI,2016-07-25,3,12.5,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,0.0
000102891816000246,PPBI,2016-10-21,12,23.4375,1.6666666666666667,2.75,1.4166666666666667,1.9166666666666667,0.0
000102891817000167,PPBI,2017-08-08,6,23.958333333333332,1.6666666666666667,2.8333333333333335,1.1666666666666667,2.1666666666666665,0.0
000102891817000190,PPBI,2017-08-16,5,32.5,1.8,3.2,1.6,2.6,0.0
000102891817000237,PPBI,2017-10-27,13,25.48076923076923,1.7692307692307692,2.923076923076923,1.1538461538461537,2.230769230769231,7.6923076923076925
000102891818000020,PPBI,2018-02-02,6,17.708333333333332,1.3333333333333333,2.3333333333333335,1.1666666666666667,2.0,0.0
000102891818000124,PPBI,2018-05-04,6,30.208333333333332,1.8333333333333333,3.0,1.5,2.5,0.0
000102891818000203,PPBI,2018-10-30,7,26.785714285714285,1.4285714285714286,3.2857142857142856,1.1428571428571428,2.4285714285714284,0.0
000102891819000099,PPBI,2019-07-26,10,25.625,1.6,3.1,1.1,2.3,0.0
000102891819000120,PPBI,2019-10-25,7,26.785714285714285,1.5714285714285714,3.142857142857143,1.1428571428571428,2.4285714285714284,0.0
000102891820000007,PPBI,2020-01-28,7,30.357142857142858,1.7142857142857142,3.2857142857142856,1.4285714285714286,2.4285714285714284,0.0
000102891820000027,PPBI,2020-02-07,11,32.38636363636363,2.090909090909091,3.1818181818181817,1.5454545454545454,2.3636363636363638,0.0
000102891820000128,PPBI,2020-05-05,10,48.75,2.6,4.2,1.8,3.2,40.0
000102891820000151,PPBI,2020-07-31,11,22.727272727272727,1.6363636363636365,2.8181818181818183,1.0,2.1818181818181817,0.0
000102891821000008,PPBI,2021-01-29,12,38.020833333333336,2.0833333333333335,3.5833333333333335,1.75,2.6666666666666665,0.0
000102891821000126,PPBI,2021-04-30,9,32.638888888888886,2.111111111111111,3.111111111111111,1.4444444444444444,2.5555555555555554,0.0
000102891822000008,PPBI,2022-01-25,9,29.86111111111111,1.8888888888888888,3.2222222222222223,1.4444444444444444,2.2222222222222223,0.0
000102891822000125,PPBI,2022-04-29,12,34.895833333333336,2.1666666666666665,3.25,1.9166666666666667,2.25,8.333333333333332
000102891822000139,PPBI,2022-07-25,3,27.083333333333332,1.6666666666666667,2.6666666666666665,1.6666666666666667,2.3333333333333335,0.0
000102891822000156,PPBI,2022-10-24,3,43.75,2.0,3.6666666666666665,2.3333333333333335,3.0,0.0
000110465920034085,FPI,2020-03-16,16,26.171875,1.5625,2.8125,1.375,2.4375,0.0
000110465921138071,AXDX,2021-11-12,5,31.25,2.0,3.2,1.6,2.2,0.0
000110465922087979,SPXC,2022-08-09,10,25.625,1.7,2.8,1.6,2.0,0.0
000110465922127184,LPTV,2022-12-15,3,20.833333333333332,1.3333333333333333,3.0,1.3333333333333333,1.6666666666666667,0.0
000111080320000009,ILMN,2020-01-16,5,31.25,2.6,2.6,2.2,1.6,20.0
000114420415025550,,2015-04-28,4,21.875,1.75,3.0,1.0,1.75,0.0
000114420415061160,,2015-10-28,4,20.3125,1.5,2.75,1.25,1.75,0.0
000114420416076850,,2016-01-25,10,15.625,1.4,2.3,1.3,1.5,0.0
000114420417012190,AXDX,2017-03-01,9,22.22222222222222,1.5555555555555556,2.888888888888889,1.1111111111111112,2.0,0.0
000114420417056399,AXDX,2017-11-06,8,19.53125,1.375,2.5,1.375,1.875,0.0
000114420419023240,STXB,2019-05-02,11,25.0,1.6363636363636365,3.090909090909091,1.1818181818181819,2.090909090909091,9.090909090909092
000117152019000141,PLYM,2019-03-12,8,35.15625,2.25,3.125,2.25,2.0,0.0
000117152019000191,PLYM,2019-05-13,4,26.5625,1.75,2.75,1.75,2.0,0.0
000117152019000261,PLYM,2019-08-12,6,40.625,2.1666666666666665,3.8333333333333335,1.6666666666666667,2.8333333333333335,16.666666666666664
000117152020000219,PLYM,2020-05-12,8,27.34375,1.625,2.875,1.5,2.375,0.0
000117152021000115,PLYM,2021-03-02,11,34.09090909090909,2.0,3.090909090909091,2.090909090909091,2.272727272727273,0.0
000117152021000195,PLYM,2021-05-10,9,22.22222222222222,1.4444444444444444,2.6666666666666665,1.4444444444444444,2.0,0.0
000117152021000496,PLYM,2021-11-09,5,21.25,1.6,2.8,1.4,1.6,0.0
000117152022000175,PLYM,2022-02-28,8,27.34375,1.75,2.75,1.625,2.25,12.5
000117152022000453,PLYM,2022-08-05,8,36.71875,2.125,3.5,1.875,2.375,12.5
000117152023000126,PLYM,2023-02-28,11,18.181818181818183,1.3636363636363635,2.4545454545454546,1.0,2.090909090909091,0.0
000117152023000164,PLYM,2023-05-08,5,27.5,1.8,3.0,1.4,2.2,0.0
000117152023000356,PLYM,2023-11-06,11,21.59090909090909,1.4545454545454546,2.5454545454545454,1.3636363636363635,2.090909090909091,0.0
000117494717001160,RGR,2017-08-04,21,22.916666666666668,1.380952380952381,2.7142857142857144,1.619047619047619,1.9523809523809523,0.0
000117494717001479,RGR,2017-11-02,27,22.453703703703702,1.5555555555555556,2.7037037037037037,1.5185185185185186,1.8148148148148149,0.0
000117494718001067,RGR,2018-08-02,20,16.875,1.35,2.5,1.2,1.65,0.0
000117494718001307,RGR,2018-11-02,23,25.815217391304348,1.608695652173913,2.869565217391304,1.3478260869565217,2.3043478260869565,0.0
000117494719000249,RGR,2019-02-22,18,27.430555555555557,1.6666666666666667,3.0,1.6666666666666667,2.0555555555555554,0.0
000117494719000951,RGR,2019-08-02,23,29.347826086956523,1.826086956521739,2.9130434782608696,1.7391304347826086,2.217391304347826,8.695652173913043
000117494719001169,RGR,2019-11-12,28,26.116071428571427,1.8214285714285714,3.0357142857142856,1.4642857142857142,1.8571428571428572,0.0
000117494720000202,RGR,2020-02-21,5,20.0,1.4,2.6,1.0,2.2,0.0
000117494720000651,RGR,2020-05-08,10,26.25,1.8,2.8,1.6,2.0,10.0
000117494720000861,RGR,2020-07-31,6,32.291666666666664,1.8333333333333333,3.1666666666666665,1.5,2.6666666666666665,0.0
000117494720001053,RGR,2020-10-30,17,31.25,2.0588235294117645,3.0588235294117645,1.5294117647058822,2.3529411764705883,0.0
000117494721000173,RGR,2021-02-19,12,31.770833333333332,1.9166666666666667,2.9166666666666665,1.8333333333333333,2.4166666666666665,8.333333333333332
000117494721000525,RGR,2021-05-07,10,23.125,1.6,2.9,1.4,1.8,0.0
000117494721000759,RGR,2021-08-06,8,36.71875,2.25,3.375,1.875,2.375,12.5
000117494721000998,RGR,2021-11-05,10,23.125,1.5,2.8,1.5,1.9,0.0
000117494722000276,RGR,2022-02-25,9,20.13888888888889,1.2222222222222223,2.7777777777777777,1.2222222222222223,2.0,0.0
000117494722000635,RGR,2022-05-06,6,17.708333333333332,1.3333333333333333,2.1666666666666665,1.3333333333333333,2.0,0.0
000117494722000929,RGR,2022-08-05,8,21.09375,1.5,2.75,1.25,1.875,0.0
000117494722001168,RGR,2022-11-04,9,17.36111111111111,1.3333333333333333,2.3333333333333335,1.1111111111111112,2.0,0.0
000117494723000254,RGR,2023-02-24,10,21.25,1.6,2.6,1.2,2.0,0.0
000117494723000719,RGR,2023-05-05,4,17.1875,1.25,2.25,1.5,1.75,0.0
000117494723001307,RGR,2023-11-03,10,26.875,1.6,2.6,1.7,2.4,0.0
000119312515171900,CBZ,2015-05-05,5,22.5,1.6,2.6,1.2,2.2,0.0
000119312515274446,OSPN,2015-08-03,11,37.5,2.1818181818181817,3.090909090909091,2.090909090909091,2.6363636363636362,9.090909090909092
000119312515283172,,2015-08-07,8,34.375,2.0,3.625,1.25,2.625,0.0
000119312515341472,OSPN,2015-10-13,9,27.77777777777778,1.8888888888888888,2.888888888888889,1.6666666666666667,2.0,11.11111111111111
000119312515362177,CBZ,2015-11-02,7,26.785714285714285,1.7142857142857142,3.0,1.2857142857142858,2.2857142857142856,0.0
000119312516481933,,2016-02-26,10,32.5,2.0,3.2,1.5,2.5,10.0
000119312516691699,PINC,2016-08-25,25,24.0,1.68,2.8,1.32,2.04,0.0
000119312516758834,,2016-11-03,9,26.38888888888889,1.6666666666666667,2.7777777777777777,1.3333333333333333,2.4444444444444446,0.0
000119312517013306,RNST,2017-01-19,12,20.833333333333332,1.4166666666666667,2.5833333333333335,1.25,2.0833333333333335,0.0
000119312517059377,SAFM,2017-02-28,19,24.67105263157895,1.736842105263158,2.789473684210526,1.5263157894736843,1.894736842105263,0.0
000119312517080368,,2017-03-13,9,21.52777777777778,1.3333333333333333,2.888888888888889,1.2222222222222223,2.0,0.0
000119312517127170,,2017-04-18,15,32.916666666666664,2.0,3.2,1.6,2.466666666666667,0.0
000119312517147839,CBZ,2017-04-28,5,30.0,1.8,3.0,1.2,2.8,0.0
000119312517155192,OSPN,2017-05-03,6,34.375,2.1666666666666665,3.0,2.3333333333333335,2.0,0.0
000119312517156345,FCN,2017-05-03,5,36.25,2.2,3.6,1.6,2.4,0.0
000119312517167306,PINC,2017-05-11,14,26.785714285714285,1.9285714285714286,2.7142857142857144,1.7142857142857142,1.9285714285714286,7.142857142857142
000119312517242498,FCN,2017-07-31,6,31.25,2.0,3.3333333333333335,1.5,2.1666666666666665,0.0
000119312517253540,,2017-08-10,21,40.476190476190474,2.380952380952381,3.5714285714285716,1.7619047619047619,2.761904761904762,19.047619047619047
000119312517280570,SWBI,2017-09-08,15,35.0,2.066666666666667,3.066666666666667,2.066666666666667,2.4,6.666666666666667
000119312517321362,,2017-10-26,17,32.35294117647059,1.8823529411764706,3.2941176470588234,1.6470588235294117,2.3529411764705883,0.0
000119312517327380,FCN,2017-10-31,5,37.5,2.0,3.4,1.8,2.8,20.0
000119312517338736,PINC,2017-11-09,16,24.21875,1.625,2.9375,1.1875,2.125,0.0
000119312517370844,SAFM,2017-12-15,24,27.083333333333332,1.7916666666666667,2.8333333333333335,1.375,2.3333333333333335,4.166666666666666
000119312517372306,,2017-12-18,3,64.58333333333333,4.0,3.6666666666666665,4.0,2.6666666666666665,66.66666666666666
000119312518035409,PINC,2018-02-08,18,26.38888888888889,1.6111111111111112,3.0,1.3888888888888888,2.2222222222222223,0.0
000119312518060666,SAFM,2018-02-27,33,24.242424242424242,1.8181818181818181,2.6666666666666665,1.5151515151515151,1.878787878787879,3.0303030303030303
000119312518061079,FCN,2018-02-27,10,36.25,2.0,3.4,1.8,2.6,10.0
000119312518103213,RNST,2018-03-30,9,18.055555555555557,1.3333333333333333,2.6666666666666665,1.4444444444444444,1.4444444444444444,0.0
000119312518146776,FCN,2018-05-01,8,39.84375,2.125,3.625,2.125,2.5,0.0
000119312518179161,SAFM,2018-05-31,14,23.660714285714285,1.6428571428571428,2.5714285714285716,1.4285714285714286,2.142857142857143,0.0
000119312518219178,TDW,2018-07-17,10,25.625,1.8,2.7,1.5,2.1,0.0
000119312518231596,FCN,2018-07-30,9,40.97222222222222,2.3333333333333335,3.4444444444444446,2.2222222222222223,2.5555555555555554,11.11111111111111
000119312518261287,SAFM,2018-08-29,14,20.982142857142858,1.5714285714285714,2.5,1.3571428571428572,1.9285714285714286,0.0
000119312518314022,FCN,2018-10-31,6,37.5,2.1666666666666665,3.5,1.8333333333333333,2.5,16.666666666666664
000119312518321815,PINC,2018-11-08,14,24.107142857142858,1.7142857142857142,2.857142857142857,1.5,1.7857142857142858,0.0
000119312518323453,VISN,2018-11-09,9,35.416666666666664,2.111111111111111,3.2222222222222223,2.0,2.3333333333333335,0.0
000119312518358107,SAFM,2018-12-26,18,25.0,1.6111111111111112,2.6666666666666665,1.4444444444444444,2.2777777777777777,0.0
000119312519030872,PINC,2019-02-07,16,30.078125,1.875,3.125,1.5625,2.25,0.0
000119312519129563,FCN,2019-04-30,8,32.03125,2.0,3.25,1.75,2.125,12.5
000119312519164402,SAFM,2019-06-04,16,22.65625,1.5625,2.6875,1.375,2.0,0.0
000119312519191305,ACIA,2019-07-09,12,25.0,1.75,2.6666666666666665,1.25,2.3333333333333335,0.0
000119312519205560,FCN,2019-07-29,6,27.083333333333332,2.0,3.0,1.6666666666666667,1.6666666666666667,0.0
000119312519276266,FCN,2019-10-28,9,28.47222222222222,1.8888888888888888,3.111111111111111,1.6666666666666667,1.8888888888888888,0.0
000119312519280519,MSTR,2019-10-31,5,37.5,2.0,3.0,1.8,3.2,0.0
000119312519289172,DXC,2019-11-12,13,39.42307692307692,2.230769230769231,3.5384615384615383,2.1538461538461537,2.3846153846153846,7.6923076923076925
000119312519322971,SAFM,2019-12-26,26,26.923076923076923,1.7307692307692308,2.769230769230769,1.6538461538461537,2.1538461538461537,3.8461538461538463
000119312520008077,RTIX,2020-01-15,6,33.333333333333336,2.0,3.1666666666666665,1.5,2.6666666666666665,0.0
000119312520026792,PINC,2020-02-06,12,26.5625,1.6666666666666667,3.0,1.4166666666666667,2.1666666666666665,0.0
000119312520050183,FCN,2020-02-26,8,43.75,2.125,3.875,2.125,2.875,0.0
000119312520052250,TREX,2020-02-27,9,38.19444444444444,2.3333333333333335,3.4444444444444446,1.6666666666666667,2.6666666666666665,11.11111111111111
000119312520132471,FCN,2020-05-04,7,32.142857142857146,2.0,2.857142857142857,1.8571428571428572,2.4285714285714284,0.0
000119312520137569,PINC,2020-05-08,17,28.308823529411764,1.6470588235294117,3.1176470588235294,1.5294117647058822,2.235294117647059,0.0
000119312520173159,SWBI,2020-06-19,13,27.403846153846153,1.7692307692307692,2.923076923076923,1.4615384615384615,2.230769230769231,7.6923076923076925
000119312520206640,FCN,2020-07-31,11,27.84090909090909,1.7272727272727273,3.090909090909091,1.4545454545454546,2.1818181818181817,0.0
000119312520216485,MYO,2020-08-11,8,21.875,1.5,2.75,1.625,1.625,0.0
000119312520233144,PINC,2020-08-27,11,20.454545454545453,1.5454545454545454,2.5454545454545454,1.3636363636363635,1.8181818181818181,0.0
000119312520284027,FCN,2020-11-02,5,31.25,1.8,3.0,1.8,2.4,0.0
000119312520288527,TREX,2020-11-09,17,35.294117647058826,2.176470588235294,3.235294117647059,1.7058823529411764,2.5294117647058822,5.88235294117647
000119312521028930,PINC,2021-02-04,22,36.64772727272727,2.1363636363636362,3.590909090909091,1.7272727272727273,2.409090909090909,4.545454545454546
000119312521060435,WATT,2021-02-26,3,41.666666666666664,2.3333333333333335,3.3333333333333335,2.6666666666666665,2.3333333333333335,0.0
000119312521063655,FCN,2021-03-01,9,41.666666666666664,2.2222222222222223,3.6666666666666665,2.4444444444444446,2.3333333333333335,22.22222222222222
000119312521066797,TREX,2021-03-03,17,28.676470588235293,1.7647058823529411,3.0588235294117645,1.4705882352941178,2.2941176470588234,0.0
000119312521110422,VISN,2021-04-09,9,31.944444444444443,2.0,3.0,1.7777777777777777,2.3333333333333335,0.0
000119312521148110,FCN,2021-05-03,11,30.681818181818183,2.090909090909091,3.1818181818181817,1.5454545454545454,2.090909090909091,0.0
000119312521151739,PINC,2021-05-05,15,30.416666666666668,1.8666666666666667,3.3333333333333335,1.4,2.2666666666666666,0.0
000119312521233379,FCN,2021-08-02,12,38.020833333333336,2.25,3.4166666666666665,2.25,2.1666666666666665,8.333333333333332
000119312521315535,FCN,2021-11-01,7,30.357142857142858,1.5714285714285714,3.142857142857143,1.7142857142857142,2.4285714285714284,0.0
000119312521320168,PINC,2021-11-04,18,19.791666666666668,1.4444444444444444,2.611111111111111,1.3333333333333333,1.7777777777777777,0.0
000119312521329914,WATT,2021-11-15,3,35.416666666666664,2.3333333333333335,3.6666666666666665,1.3333333333333333,2.3333333333333335,0.0
000119312522025719,PINC,2022-02-02,17,25.0,1.6470588235294117,2.764705882352941,1.411764705882353,2.176470588235294,0.0
000119312522136919,FCN,2022-05-02,5,31.25,1.8,3.2,1.4,2.6,0.0
000119312522188617,SYRS,2022-07-06,3,47.916666666666664,2.6666666666666665,4.333333333333333,1.6666666666666667,3.0,33.33333333333333
000119312522206637,FCN,2022-07-29,5,43.75,2.4,3.2,2.4,3.0,20.0
000119312522249298,TALO,2022-09-22,10,33.125,1.9,3.3,2.1,2.0,0.0
000119312522277160,TALO,2022-11-04,7,33.035714285714285,1.8571428571428572,3.142857142857143,1.7142857142857142,2.5714285714285716,0.0
000119312523050926,FCN,2023-02-27,9,26.38888888888889,1.5555555555555556,2.7777777777777777,1.5555555555555556,2.3333333333333335,0.0
000119312523069692,TREX,2023-03-14,20,24.0625,1.7,2.85,1.3,2.0,0.0
000119312523130596,FCN,2023-05-01,8,37.5,2.125,3.375,1.875,2.625,0.0
000119312523145696,TREX,2023-05-16,21,25.892857142857142,1.7619047619047619,2.857142857142857,1.380952380952381,2.142857142857143,0.0
000119312523199197,FCN,2023-07-31,9,38.19444444444444,2.0,3.3333333333333335,2.111111111111111,2.6666666666666665,11.11111111111111
000119312523202937,STAA,2023-08-03,20,38.125,2.35,3.35,2.05,2.35,10.0
000119312523206821,TREX,2023-08-09,15,25.0,1.6666666666666667,2.8666666666666667,1.4,2.066666666666667,0.0
000119312523266240,FCN,2023-10-30,8,27.34375,1.625,2.625,1.625,2.5,0.0
000121390018005038,SBFG,2018-04-27,9,27.77777777777778,1.7777777777777777,3.0,1.6666666666666667,2.0,0.0
000121390018014385,SBFG,2018-10-24,7,22.321428571428573,1.4285714285714286,2.7142857142857144,1.5714285714285714,1.8571428571428572,0.0
000121390019014056,SBFG,2019-07-31,7,19.642857142857142,1.4285714285714286,2.5714285714285716,1.1428571428571428,2.0,0.0
000121390019021916,SBFG,2019-11-04,9,27.77777777777778,1.6666666666666667,2.7777777777777777,1.7777777777777777,2.2222222222222223,11.11111111111111
000121390021025298,SBFG,2021-05-10,13,30.76923076923077,1.7692307692307692,3.0,1.6153846153846154,2.5384615384615383,7.6923076923076925
000121390021060097,LGMK,2021-11-16,5,35.0,1.8,3.4,2.0,2.4,0.0
000130577320000031,CFMS,2020-03-05,11,31.818181818181817,1.9090909090909092,3.090909090909091,1.2727272727272727,2.8181818181818183,18.181818181818183
000143774915014053,,2015-07-27,11,23.863636363636363,1.4545454545454546,2.8181818181818183,1.1818181818181819,2.3636363636363638,0.0
000143774915019503,PATK,2015-11-03,10,33.75,2.0,3.5,1.4,2.5,10.0
000143774916036218,PATK,2016-08-02,7,30.357142857142858,1.7142857142857142,3.2857142857142856,1.2857142857142858,2.5714285714285716,0.0
000143774918013384,,2018-07-17,10,23.75,1.7,2.6,1.5,2.0,0.0
