url,accession
https://www.sec.gov/Archives/edgar/data/1430306/000138713120010478/ex99-01.htm,0001387131-20-010478
https://www.sec.gov/Archives/edgar/data/1430306/000138713120010478/ex99-03.htm,0001387131-20-010478
https://www.sec.gov/Archives/edgar/data/1316517/000121390020014560/ea122857ex99-1_kanditechno.htm,0001213900-20-014560
https://www.sec.gov/Archives/edgar/data/97216/000009721620000166/a8k05012020exh991prprd.htm,0000097216-20-000166
https://www.sec.gov/Archives/edgar/data/1065696/000106569620000046/exhibit991.htm,0001065696-20-000046
https://www.sec.gov/Archives/edgar/data/60086/000114036120024271/brhc10016470_ex99-1.htm,0001140361-20-024271
https://www.sec.gov/Archives/edgar/data/1720116/000095017022008145/rdvt-ex99_2.htm,0000950170-22-008145
https://www.sec.gov/Archives/edgar/data/1720116/000095017022008145/rdvt-ex99_1.htm,0000950170-22-008145
https://www.sec.gov/Archives/edgar/data/49938/000119312520285627/d80996dex991.htm,0001193125-20-285627
https://www.sec.gov/Archives/edgar/data/60086/000114036121003672/brhc10019845_ex99-1.htm,0001140361-21-003672
https://www.sec.gov/Archives/edgar/data/1751008/000119312523028420/d240605dex991.htm,0001193125-23-028420
https://www.sec.gov/Archives/edgar/data/1751008/000119312523028420/d240605dex992.htm,0001193125-23-028420
https://www.sec.gov/Archives/edgar/data/1616741/000161674120000014/pati051420.htm,0001616741-20-000014
https://www.sec.gov/Archives/edgar/data/885725/000088572521000002/pressrelease-2020prelimina.htm,0000885725-21-000002
https://www.sec.gov/Archives/edgar/data/935703/000093570323000042/ex991q2-23earningscallanno.htm,0000935703-23-000042
https://www.sec.gov/Archives/edgar/data/1040130/000143774919001253/ex_133335.htm,0001437749-19-001253
https://www.sec.gov/Archives/edgar/data/60086/000114036120017251/brhc10013972_ex99-1.htm,0001140361-20-017251
https://www.sec.gov/Archives/edgar/data/1040130/000143774919014534/ex_151120.htm,0001437749-19-014534
https://www.sec.gov/Archives/edgar/data/97216/000009721621000180/a04302021exh99_1preparedre.htm,0000097216-21-000180
https://www.sec.gov/Archives/edgar/data/892482/000089248222000086/q32022ex992.htm,0000892482-22-000086
https://www.sec.gov/Archives/edgar/data/892482/000089248222000086/q32022ex991.htm,0000892482-22-000086
https://www.sec.gov/Archives/edgar/data/892482/000089248222000021/q12022ex992.htm,0000892482-22-000021
https://www.sec.gov/Archives/edgar/data/892482/000089248222000021/q12022ex991.htm,0000892482-22-000021
https://www.sec.gov/Archives/edgar/data/97216/000009721621000236/a07302021exh99_1preparedre.htm,0000097216-21-000236
https://www.sec.gov/Archives/edgar/data/862861/000156459020041232/jan-ex991_7.htm,0001564590-20-041232
https://www.sec.gov/Archives/edgar/data/1040130/000143774919020476/ex_160943.htm,0001437749-19-020476
https://www.sec.gov/Archives/edgar/data/97216/000009721619000123/q18k-05012019exh991prepare.htm,0000097216-19-000123
https://www.sec.gov/Archives/edgar/data/1720116/000156459021027234/rdvt-ex992_6.htm,0001564590-21-027234
https://www.sec.gov/Archives/edgar/data/1720116/000156459021027234/rdvt-ex991_7.htm,0001564590-21-027234
https://www.sec.gov/Archives/edgar/data/923796/000119312519290002/d821951dex992.htm,0001193125-19-290002
https://www.sec.gov/Archives/edgar/data/923796/000119312519290002/d821951dex991.htm,0001193125-19-290002
https://www.sec.gov/Archives/edgar/data/935703/000093570323000059/ex991q3-23earningscallanno.htm,0000935703-23-000059
https://www.sec.gov/Archives/edgar/data/1126975/000112697523000102/exhibit99may182023.htm,0001126975-23-000102
https://www.sec.gov/Archives/edgar/data/1751008/000119312522281229/d420405dex991.htm,0001193125-22-281229
https://www.sec.gov/Archives/edgar/data/1751008/000119312522281229/d420405dex992.htm,0001193125-22-281229
https://www.sec.gov/Archives/edgar/data/706129/000070612923000011/a2023investordaypresenta.htm,0000706129-23-000011
https://www.sec.gov/Archives/edgar/data/1751008/000175100823000047/exhibit991-pressreleasedat.htm,0001751008-23-000047
https://www.sec.gov/Archives/edgar/data/1751008/000175100823000047/exhibit992-1q23sharehold.htm,0001751008-23-000047
https://www.sec.gov/Archives/edgar/data/1751008/000175100823000061/exhibit991-pressreleasedat.htm,0001751008-23-000061
https://www.sec.gov/Archives/edgar/data/1751008/000175100823000061/exhibit992-lettertoshare.htm,0001751008-23-000061
https://www.sec.gov/Archives/edgar/data/1077771/000107777122000031/umpqex991q22022earningscal.htm,0001077771-22-000031
https://www.sec.gov/Archives/edgar/data/1751008/000119312522147577/d318835dex991.htm,0001193125-22-147577
https://www.sec.gov/Archives/edgar/data/1751008/000119312522147577/d318835dex992.htm,0001193125-22-147577
https://www.sec.gov/Archives/edgar/data/49938/000004993823000021/a2023investordayannounceme.htm,0000049938-23-000021
https://www.sec.gov/Archives/edgar/data/49938/000119312522047727/d315532dex991.htm,0001193125-22-047727
https://www.sec.gov/Archives/edgar/data/49938/000119312519282108/d815356dex991.htm,0001193125-19-282108
https://www.sec.gov/Archives/edgar/data/1077771/000107777122000014/umpqex991q12022earningscal.htm,0001077771-22-000014
https://www.sec.gov/Archives/edgar/data/1751008/000119312522217369/d363851dex991.htm,0001193125-22-217369
https://www.sec.gov/Archives/edgar/data/1751008/000119312522217369/d363851dex992.htm,0001193125-22-217369
https://www.sec.gov/Archives/edgar/data/1126975/000112697520000128/exhibit99sep32020press.htm,0001126975-20-000128
https://www.sec.gov/Archives/edgar/data/1077771/000107777121000037/umpqex991q22021earningscal.htm,0001077771-21-000037
https://www.sec.gov/Archives/edgar/data/923796/000119312519213013/d787417dex992.htm,0001193125-19-213013
https://www.sec.gov/Archives/edgar/data/923796/000119312519213013/d787417dex991.htm,0001193125-19-213013
https://www.sec.gov/Archives/edgar/data/1077771/000107777121000053/umpqex991q32021earningscal.htm,0001077771-21-000053
https://www.sec.gov/Archives/edgar/data/1077771/000107777122000002/umpqex991q42021earningscal.htm,0001077771-22-000002
https://www.sec.gov/Archives/edgar/data/1549966/000156459021022537/samg-ex991_6.htm,0001564590-21-022537
https://www.sec.gov/Archives/edgar/data/1077771/000107777122000052/umpqex991q32022earningscal.htm,0001077771-22-000052
https://www.sec.gov/Archives/edgar/data/1382574/000149315220021899/ex99-1.htm,0001493152-20-021899
https://www.sec.gov/Archives/edgar/data/1077771/000107777119000068/umpqex991q42019earning.htm,0001077771-19-000068
https://www.sec.gov/Archives/edgar/data/1549966/000095017023055975/samg-ex99_1.htm,0000950170-23-055975
https://www.sec.gov/Archives/edgar/data/1549966/000095017022012924/samg-ex99_1.htm,0000950170-22-012924
https://www.sec.gov/Archives/edgar/data/1077771/000107777119000034/umpqex991q22019earning.htm,0001077771-19-000034
https://www.sec.gov/Archives/edgar/data/1549966/000156459019037919/samg-ex991_6.htm,0001564590-19-037919
https://www.sec.gov/Archives/edgar/data/1549966/000156459020007796/samg-ex991_6.htm,0001564590-20-007796
https://www.sec.gov/Archives/edgar/data/1549966/000156459021052949/samg-ex991_6.htm,0001564590-21-052949
https://www.sec.gov/Archives/edgar/data/1549966/000095017023004377/samg-ex99_1.htm,0000950170-23-004377
https://www.sec.gov/Archives/edgar/data/1077771/000107777119000021/umpqex991q12019earningscal.htm,0001077771-19-000021
https://www.sec.gov/Archives/edgar/data/1518715/000151871523000065/q12023erannouncementex8k.htm,0001518715-23-000065
https://www.sec.gov/Archives/edgar/data/1518715/000151871523000003/q42022erannouncementex8k.htm,0001518715-23-000003
https://www.sec.gov/Archives/edgar/data/1077771/000107777120000061/umpqex991q22020earning.htm,0001077771-20-000061
https://www.sec.gov/Archives/edgar/data/1549966/000095017023015802/samg-ex99_1.htm,0000950170-23-015802
https://www.sec.gov/Archives/edgar/data/1549966/000095017022002005/samg-ex99_1.htm,0000950170-22-002005
https://www.sec.gov/Archives/edgar/data/1549966/000156459020018504/samg-ex991_6.htm,0001564590-20-018504
https://www.sec.gov/Archives/edgar/data/1518715/000151871521000117/q22021erannouncementex8k.htm,0001518715-21-000117
https://www.sec.gov/Archives/edgar/data/944745/000119312521293789/d208271dex991.htm,0001193125-21-293789
https://www.sec.gov/Archives/edgar/data/814926/000093980219000035/form8k110419ex99-1.htm,0000939802-19-000035
https://www.sec.gov/Archives/edgar/data/1518715/000151871520000127/q22020erannouncementex.htm,0001518715-20-000127
https://www.sec.gov/Archives/edgar/data/23111/000156459022015510/ctg-ex991_6.htm,0001564590-22-015510
https://www.sec.gov/Archives/edgar/data/1385613/000138561322000109/glrepressreleaseinvestorda.htm,0001385613-22-000109
https://www.sec.gov/Archives/edgar/data/1518715/000151871519000180/q32019erannounceexhibit.htm,0001518715-19-000180
https://www.sec.gov/Archives/edgar/data/1518715/000151871520000167/q32020erannouncementex.htm,0001518715-20-000167
https://www.sec.gov/Archives/edgar/data/1549966/000095017022020463/samg-ex99_1.htm,0000950170-22-020463
https://www.sec.gov/Archives/edgar/data/1549966/000156459019026362/samg-ex991_6.htm,0001564590-19-026362
https://www.sec.gov/Archives/edgar/data/23111/000156459022004705/ctg-ex991_6.htm,0001564590-22-004705
https://www.sec.gov/Archives/edgar/data/1801754/000119312521328218/d65856dex991.htm,0001193125-21-328218
https://www.sec.gov/Archives/edgar/data/1077771/000107777120000032/umpqex991q12020earning.htm,0001077771-20-000032
https://www.sec.gov/Archives/edgar/data/1549966/000156459021037740/samg-ex991_6.htm,0001564590-21-037740
https://www.sec.gov/Archives/edgar/data/1518715/000151871521000020/q42020erannouncementex8k.htm,0001518715-21-000020
https://www.sec.gov/Archives/edgar/data/23111/000095017022019946/ctg-ex99_1.htm,0000950170-22-019946
https://www.sec.gov/Archives/edgar/data/1655075/000119312520024302/d884801dex991.htm,0001193125-20-024302
https://www.sec.gov/Archives/edgar/data/1518715/000151871519000127/q22019erannouncementexhibit.htm,0001518715-19-000127
https://www.sec.gov/Archives/edgar/data/814926/000093980221000020/form8k032421ex99-1.htm,0000939802-21-000020
https://www.sec.gov/Archives/edgar/data/814926/000093980221000042/form8k050621ex99-1.htm,0000939802-21-000042
https://www.sec.gov/Archives/edgar/data/814926/000093980219000008/form8k031919ex99-1.htm,0000939802-19-000008
https://www.sec.gov/Archives/edgar/data/1518715/000151871523000127/q22023erannouncementex8k.htm,0001518715-23-000127
https://www.sec.gov/Archives/edgar/data/1549966/000156459020049308/samg-ex991_6.htm,0001564590-20-049308
https://www.sec.gov/Archives/edgar/data/1549966/000156459021009429/samg-ex991_6.htm,0001564590-21-009429
https://www.sec.gov/Archives/edgar/data/1549966/000095017022006727/samg-ex99_1.htm,0000950170-22-006727
https://www.sec.gov/Archives/edgar/data/1518715/000151871520000091/q12020erannouncementex.htm,0001518715-20-000091
https://www.sec.gov/Archives/edgar/data/1720116/000156459021044173/rdvt-ex992_7.htm,0001564590-21-044173
https://www.sec.gov/Archives/edgar/data/1720116/000156459021044173/rdvt-ex991_6.htm,0001564590-21-044173
https://www.sec.gov/Archives/edgar/data/1549966/000156459019013356/samg-ex991_6.htm,0001564590-19-013356
https://www.sec.gov/Archives/edgar/data/1577916/000119312523005203/d637065dex992.htm,0001193125-23-005203
https://www.sec.gov/Archives/edgar/data/1577916/000119312523005203/d637065dex991.htm,0001193125-23-005203
https://www.sec.gov/Archives/edgar/data/1518715/000151871522000079/q12022erannouncementex8k.htm,0001518715-22-000079
https://www.sec.gov/Archives/edgar/data/814926/000093980219000025/form8k080119ex99-1.htm,0000939802-19-000025
https://www.sec.gov/Archives/edgar/data/1518715/000151871522000147/q32022erannouncementex8k.htm,0001518715-22-000147
https://www.sec.gov/Archives/edgar/data/1077771/000107777121000014/umpqex991q12021earningscal.htm,0001077771-21-000014
https://www.sec.gov/Archives/edgar/data/944745/000119312520005421/d787953dex991.htm,0001193125-20-005421
